review_id,listing_id,date,reviewer_id,reviewer_name,comments
4999,4502646,2016-08-15 00:00:00.000000,10367094,Faustine,"L'appartement est en plein centre et permet de visiter Anvers très facilement, ce que nous avons fait sous un soleil radieux tout le week-end! "
5000,4502646,2016-08-19 00:00:00.000000,58199264,Elly,"Het is een heel fijne ruimte. Alleen had ik niet in de gaten dat drie hoog betekent drie smalle, steile trappen op. Voor jonge mensen is dat geen enkel probleem, maar voor oudere mensen kan het dat wel zijn.  Yara is een ster in het houden van contact met de huurder. Wij hebben mooie dagen gehad in haar studio."
5001,4502646,2016-08-21 00:00:00.000000,80039519,Simone,"Geweldige locatie, mooi en praktisch ingericht en erg leuk contact met de eigenaar! "
5002,4502646,2016-08-23 00:00:00.000000,12157668,Katrin,"Yara and her husband were very nice and helpful! She always replied fast and the place was very nice as well. In the centre of the centre literally, we could walk everywhere from there. Lots of restaurants and cafes just downstairs.<br/>We loved the stay in the loft!"
5003,4502646,2016-08-30 00:00:00.000000,39417625,Kees,You can not be more central! We had a very pleasant stay!
5004,4502646,2016-09-04 00:00:00.000000,16230260,Keit,I love every second of my stay! (: 
5005,4502646,2016-09-06 00:00:00.000000,34620307,Jess,"Yara's apartment was a beautiful open space, with the most breathtaking view imaginable! It was bright, spacious and clean, and everything I could possibly require was provided. Yara was easy to communicate with and happy to accommodate me where she was able to. The location, being right in the centre of the tourist district, was quite busy at times but this was barely noticeable with the windows shut and actually added to the character of the place. Overall an excellent stay and the apartment and view were well worth the three storey climb!"
5006,4502646,2016-09-11 00:00:00.000000,68904626,Gerny,Het appartement was echt top. De ligging is ontzettend centraal en je zit gewoon midden in het hart van Antwerpen. Contact met Yara is wat je ook zou wensen. Ik kreeg snel antwoorden op de vragen die we hadden (zoals waar je voordelig je auto kwijt kunt). Het was onze eerste airbnb ervaring en Yara en haar appartement hebben de lat hoog gelegd voor volgende uitstapjes  
5007,4502646,2016-09-15 00:00:00.000000,22846851,Allison,"This loft is just like the pictures, open, bright, and has amazing views. It's a great location. Yara was easy to communicate with and very accommodating, we came a little early and she worked with us so we could get into the loft. Tips to others- the front door is hidden behind some cafe tables, we had a hard time finding it. Also, it can get warm if it's hot outside since it's attic level, but there is a mobile A/C unit that helps. Overall we had a great time and I would recommend staying here. "
5008,4502646,2016-09-17 00:00:00.000000,79716991,Leon,Nice Studio in the very heart of Antwerp. Don't forget to inform the owner in case you need the 2nd bed. Bedding isn't standard available...
5009,4502646,2016-09-18 00:00:00.000000,6092185,Ferris,"Top locatie en appartement, alles wat je nodig hebt :) vriendelijk ontvangen door Yara en haar man. Het appartement was licht en netjes. We zouden hier zeker terugkomen!"
5010,4502646,2016-09-21 00:00:00.000000,87081197,Martine,Super quartier une vue magnifique sur la cathédrale. Nous avons passé trois jours formidables.
5011,4502646,2016-09-22 00:00:00.000000,47374328,Tom,Beautiful centrally located and clean apartment. Yara and her husband were both friendly and welcoming.
5012,4502646,2016-09-26 00:00:00.000000,7369288,Mav,"Yara's place was amazing. Perfectly located, really clean and super comfortable. The place is really cool and Yara was super helpful. Will definitely be staying here again!"
5013,4502646,2016-09-27 00:00:00.000000,91770601,Lena,"My friend and I loved it at Yara's place! The apartment is big, stylish and clean and the view... no words! And you are right in the beautiful city center. The entrance to the house is funny, you'll see. Yara was a great host! Although she couldn't hand over the keys herself, everything went smoothly and she said a hundred times to call or text should we have any questions. We could even check in early. We recommend her and the apartment 100%!"
5014,4502646,2016-09-30 00:00:00.000000,11688631,Danielle,"Yara's apartment was fantastic!!!! We loved everything about it- the space  was just as great as is looks in the photographs, the view of the Cathedral was surreal, it was centrally located in the heart of the city near restaurants, bars, shops, plaza's, etc. Yara was easy to communicate with and coordinate to meet up. Antwerp was such a wonderful city and far exceeded my expectations, I hope to come back again soon! I would definitely stay at Yara's again. <br/><br/>A lot of reviews mention the staircase. The apartment is on the third floor and has a narrow winder staircase- it seemed pretty normal for a building of this age. We didn't have any issue getting up/down with our large luggage. "
5015,4502646,2016-10-03 00:00:00.000000,30746299,Wouter,Hele mooie plek middenin het centrum van Antwerpen. Supermooi en fijn appartement met prachtig uitzicht op de kathedraal.
5016,4502646,2016-10-05 00:00:00.000000,11268457,Alexander,"It was a great experience. Apartments located in a great spot. Close to just everything you would expect from such a place like Antwerp.<br/><br/>Mornings are awesome. Evenings are quite. Apartments feels bigger than it seems on photos.<br/><br/>63 steps, was quite Ok, but probably won`t fit all the visitors. "
5017,4502646,2016-10-13 00:00:00.000000,4883258,M&M,Petit loft confortable que l'on accède par un escalier plutôt abrupt (un plaisir pour les valises). La vue est fantastique. C'est tranquille (nous étions à une période moins achalandée donc le bruit n'était pas un enjeu) et tout est facilement accessible. J'y retournerais avec plaisir.<br/><br/>
5018,4502646,2016-10-14 00:00:00.000000,99450703,Floris,Mooi appartement op een van de meest centrale plekken van Antwerpen! 
5019,4502646,2016-10-15 00:00:00.000000,65619008,Joost,"Midden in het centrum van Antwerpen, mooi appartement en voor een prima prijs!  "
5020,4502646,2016-10-17 00:00:00.000000,31894201,Andrew,"You couldn't get a better position in old town and the view from the window of the cathedral is stunning. Everything was clean and the kitchen well equipped. Apartment is a good size, although one room it was very spacious. Only issue for some might be the three flights of narrow and steep stairs. Plenty of bars and restaurants on your doorstep. A great Airbnb experience. "
5021,4502646,2016-10-19 00:00:00.000000,83952924,Mignonne,"wij hebben met drie vriendinnen heerlijk genoten in het appartement van Yara. We werden goed ontvangen en konden eventuele vragen beantwoord krijgen. Het appartement is licht, open maar toch erg knus. De locatie is geweldig, middenin het oude centrum. Let wel op, je moet drie trappen op. Voor ons geen probleem (beetje lichaamsbeweging is mooi meegenomen), maar als je wat slecht ter been ben misschien even in het achterhoofd houden. Voordeel is dat na het traplopen je een prachtig uitzicht heb op de kathedraal! <br/>We zijn heerlijk uitgerust en met vrolijke gezichten vertrokken. "
5022,4502646,2016-10-20 00:00:00.000000,97124537,Rob,Great location in great neighborhood full of restaurants etc. Fabulous views!
5023,4502646,2016-10-23 00:00:00.000000,88844501,Louise,"Really loved the apartment! The location was perfect, right in the middle of everything. We didn't even have to use the tram system because it was too easy to walk everywhere and take in the beautiful scenery of the buildings around us.  The apartment itself was lovely, really cosy and had all the essentials that were listed in the description. The winding stairway was a bit crazy with every step a different size but it added to the character of the place. If you don't mind ringing bells from 9am from the stunning cathedral right outside the then the place is really perfect! Yara was great with replying to emails and giving directions to the apartment. Would definitely stay here again!"
5024,4502646,2016-10-25 00:00:00.000000,94756113,Pam,We hebben een hele prettige ervaring gehad in het appartement. De communicatie verliep goed en we werden zeer welkom gehete. De locatie is top en het was zeer schoon en netjes. Wel waren het veel smalle trapjes. Wat voor onze koffers iets minder fijn was. Het is wel een echte aanrader ! 
5025,4502646,2016-11-07 00:00:00.000000,23946988,Sarah,"We really loved this apartment , overlooking the cathedral and at night it was so atmospheric .  We picked up the keys from Yara and she  was very helpful and friendly . We know Antwerp , so it was easy to find and about 20 minute walk from the central train station. It's in a fabulous area right in the midst of the cathedral area with old building and many restaurants and bars. <br/>The apartment has everything , well stocked kitchen and dining area and is warm and cosy , heating up quickly . The sun comes streaming in and the view across the old corn market, over the roof tops is wonderful . <br/>Despite the rather daunting stairs , we soon got used to the challenge and it was fine, just take it slowly with cases . It's worth it ! "
5026,4502646,2016-11-08 00:00:00.000000,17023546,Елена,"Great, cute, very central studio with amazing interior disign! Clean, well equiped and luminous. Yara is very helpful and friendly host, left us a nice gift - a bottle of belgium sidre :-) Very recommend this studio for all types of travelers. Thank you so much!"
5027,4502646,2016-11-13 00:00:00.000000,61785298,Hanna,"Het appartement is fantastisch, het ligt midden in het centrum en je kijkt uit op de Kathedraal  die 's avonds ook nog eens prachtig verlicht is. Vanaf het appartement kan je alles te voet goed bereiken. <br/>Het reserveren verliep gemakkelijk en Yara reageert snel op berichten, super fijn!"
5028,4502646,2016-11-23 00:00:00.000000,27512413,George,"Really nice, centrally-located apartment with a great view. Thanks!"
5029,4502646,2016-11-26 00:00:00.000000,10875103,David,Great place with amazing view of the cathedral
5030,4502646,2016-12-07 00:00:00.000000,4120230,Max,"The apartment is exactly as described! The location is absolutely central, not too far from the train station (15 minutes walking) and is around many restaurants and bars. <br/><br/>The apartment is on the 3rd floor (WALK UP!) and is very spacious. The view from the apartment is beautiful as it looks out onto the cathedral.<br/><br/>The bed is cozy and the sofa/bed is also comfortable to sit on. <br/><br/>The bathroom is good although the shower will only run hot water for a few minutes so don't spend too much time in the shower or you'll wind up washing soap off your body with cold water .<br/><br/>Overall, I am very pleased with the apartment and would stay again!"
5031,4502646,2016-12-09 00:00:00.000000,22515863,Elvira,"Es una buhardilla preciosa con unas vistas increibles. Literalmente tienes encima la catedral. Es un sitio especial y único. Muy agradable y acogedor. La buhardilla está en una tercera planta sin ascensor con escaleras empinadas. Está situada en pleno centro y rodeada de cafés, restaurantes y tiendas. Una ubicación perfecta."
5032,4502646,2016-12-09 00:00:00.000000,103209581,Wim,The host canceled this reservation 6 days before arrival. This is an automated posting.
5033,4502646,2016-12-11 00:00:00.000000,8896719,Manguana,"Een geweldige locatie in het gezelligste gedeelte van Antwerpen. Ons 2e verblijf in een leuk appartement, hartelijke verhuurdster!"
5034,4502646,2016-12-15 00:00:00.000000,105010708,Randy,It was a pleasure to meet Yara and stay at her studio in Antwerp. The location was perfect and we really enjoyed our self. Randy
5035,4502646,2016-12-18 00:00:00.000000,896550,Joris,"Een fijne locatie, knal in het centrum. We wonen zelf ook in het centrum van een stad en storen ons dus niet aan de typische stadsgeluiden, maar ik kan me wel voorstellen dat dit anders is voor wie dat niet gewoon is. Fijne studio met uitzicht op de kathedraal(toren), waar niks ontbrak. Afspraken maken met Yara verloopt zeer vlot."
5036,4502646,2016-12-21 00:00:00.000000,15365079,Eric,"The apartment location could not be better, in the walking center of Antwerpen. The view from the apartment is fantastic, and everything you could wish for is at walking distance. Apartment itself was exactly as advertised, clean and very comfy. Only staircase to get to up could be a bit of a challenge if you have heavy luggages. We were allowed to let our luggage in the apartment until we left the city as nobody was using the place after us, thanks a lot for that and everything. Highly recommend."
5037,4502646,2016-12-24 00:00:00.000000,68989766,Niels,Geweldige locatie en mooi appartement!
5038,4502646,2016-12-26 00:00:00.000000,9399981,Cameron,Great Host!
5039,4502646,2016-12-27 00:00:00.000000,35412761,Rebecca,Mooi appartement met fantastisch uitzicht. Communicatie verliep soepel locatie is perfect gelegen en eenmaal drie trappen op merk je niks meer van de drukke toeristische Groenplaats :). Het is een heel fijn appartement en van alle gemakken voorzien. 
5040,4502646,2016-12-28 00:00:00.000000,5268092,Angelique,"Toplocatie, hartje centrum en geen geluidsoverlast. Prachtig uitzicht op de kerktoren. Prettige communicatie, kortom een aanrader."
5041,4502646,2016-12-30 00:00:00.000000,92856589,Ian,Great location with a stunning view of the cathedral
5042,4502646,2017-01-03 00:00:00.000000,80068173,Anne,"Die Lage der Wohnung ist perfekt für alle, die noch nie in Antwerpen waren und nah an fast allen Sehenswürdigkeiten sein wollen. Dafür hat man den touristischen Trubel direkt vor der Tür. Die Ausstattung ist völlig in Ordnung. Der direkte Blick auf die Kathedrale ist nicht zu übertreffen! Wir hatten ein nettes Wochenende."
5043,4502646,2017-01-06 00:00:00.000000,69268754,Meg,"Our stay at Yara's apartment in Antwerp was fantastic. The apartment was exactly the same as the pictures, if not bigger. The view of the cathedral was also awesome. The apartment was clean, comfortable and warm. I could not fault anything about our stay.<br/>"
5044,4502646,2017-01-07 00:00:00.000000,17355175,Laura,Yara en haar man zijn erg aardige mensen. Het appartement is ideaal gelegen. Deze bevindt zich wel op de derde verdieping en mensen die slecht ter been zijn gaan hier moeite mee krijgen.
5045,4502646,2017-01-08 00:00:00.000000,49723484,Marit,Wij hebben een fantastisch verblijf gehad in het appartement van Yara. Het appartement was prachtig en de locatie natuurlijk geweldig. Bovendien was er vanaf het begin tot tijdens het verblijf een goede communicatie met Yara. 
5046,4502646,2017-01-16 00:00:00.000000,1184082,Dayne,"This is the second time I have stayed in Yara' s beautiful loft.<br/>It's life changing and reflects the atmosphere of the city, I loved coming back here and the second time was as good if not better than the first!  The loft is extremely clean and very tastefully decorated with everything you need. The heating is very efficient and the view of the cathedral is absolutely breathtaking. Book it! You will not be disappointed.<br/>The stairs are a bit of a challenge with heavy luggage but it's fine if you take it slowly. I felt very much at home in Yara's apartment, it has a very special vibe. Missing it already, thank you Yara for being a great host, faultless! <br/><br/>"
5047,4502646,2017-01-17 00:00:00.000000,51226308,Nina,"Perfect location, lively, but not too noisey. Spacious and stylish design, with a great bed. Last but not least fast and easy communications."
5048,4502646,2017-01-19 00:00:00.000000,100500064,Paul,"Schoon en van alle gemakken voorzien. Ligging is super, midden in het centrum dus alles te voet is mogelijk. Flexibel met in-en uit checken. Zeer goede prijs-kwaliteit verhouding.<br/>Voor iedereen een aanrader."
5049,4502646,2017-01-23 00:00:00.000000,24074758,Lonneke,"Heerlijk met nog twee vriendinnen genoten van ons verblijf bij Yara. Het appartement ligt erg centraal, je loopt zo naar de winkels, restaurantjes en kroegjes! En een heel mooi uitzicht!  Zeker een aanrader voor een weekendje terug, wij komen terug bij Yara!"
5050,4502646,2017-01-24 00:00:00.000000,34599715,Jordi,"Deze plek is echt een pareltje. Midden in het centrum van Antwerpen, op loopafstand van zo'n beetje alle mooie plekken. Het appartement zelf is ook heel mooi. Het bed ligt heerlijk en er is verse koffie verkrijgbaar, net als wifi. Ze hebben zelfs een heel document gemaakt met mooie spots + ze zijn zelf ook altijd bereid tot het geven van tips. Top plek!"
5051,4502646,2017-01-28 00:00:00.000000,13950552,Daan,Top!!
5052,4502646,2017-01-29 00:00:00.000000,5516709,Anna,This studio is perfect for a weekend trip to Antwerp! The view is amazing! Location is great just walk down the stairs and you are in the middel of the city centre. Restaurants andbars everywhere and around the corner the shopping area is starting. overall an amazing place to stay! 
5053,4502646,2017-01-31 00:00:00.000000,15337263,Amber,"Super appartementje voor je verblijf in hartje Antwerpen. Echt letterlijk alles om de hoek, daar waren wij super blij mee. De winkelstraat is super divers en heel leuk.<br/>Haägendasz ijs op de hoek ( hebben wij niet meer in NL)<br/>Super lekker gegeten bij HOBS aan de Groenplaats.<br/><br/>Ov vonden wij uiteindelijk niet echt nodig. Is echt maximaal 20 minuten wat ons eerst lang leek maar je bent er echt zo! Onderweg loop je langs winkelstraat en allemaal leuke eettentjes dus tijd vliegt.<br/><br/>Leuke barretjes ontdekt<br/>Beer lovers bar bij centraal station<br/>Billies bier kafetaria met allerlei speviaal bier om de hoek "
5054,4502646,2017-02-01 00:00:00.000000,40593300,Jane,"Yara's place is just perfect! Clean and cozy, really good view over the window! Very bright and decoration is unique which I very appreciate! Everything in the apartment is convenient! <br/>And the location is great, very center. All the restaurants, the bar, the shops, the cafe just downstairs of your street. And you have a view of the beautiful church by your window.<br/>Yara is really thoughtful about arranging everything. Thank you so much!<br/>The only thing you may need to know is no elevator, which is not a concern to me, but if your luggage was too heavy, or you were a senior..."
5055,4502646,2017-02-03 00:00:00.000000,35753720,Pascaline,Cosy loft with perfect location (and nice view)! I would definitely recommend this place. Yala was very flexible regarding the time of arrival and departure.
5056,4502646,2017-02-07 00:00:00.000000,58047923,Shelby,Location exceeded expectations. The view of the cathedral from the kitchen window was incredible. Everything that you would want to see in Antwerp was in walking distance. Right in the city center. Communication with the host was easy and she responded to any questions right away. I will definitely stay here again the next time I am in Antwerp! 
5057,4502646,2017-02-12 00:00:00.000000,4807046,Riet,Heel leuk en licht appartement. Een grote ruimte met blik op de kathedraal. Midden in het uitgaansleven maar toch muisstil nachts. Yara heeft voor alles gezorgd om het ons gezellig te maken. Wij komen terug!
5058,4502646,2017-02-15 00:00:00.000000,37363086,Sebastiaan,"Great central location, great view. Yara was very communitive and a warm and friendly host. If you're looking for a nice and cozy place to discover Antwerpen, look no further!"
5059,4502646,2017-02-16 00:00:00.000000,47182204,Shaogang,"Yara's flat is perfect, we met her husband when we check-in, is really nice!"
5060,4502646,2017-02-20 00:00:00.000000,111448490,Chloe,This was a perfect Air Bnb! 
5061,4502646,2017-02-22 00:00:00.000000,32698874,Laure,"Très beau studio, très bien placé, nos hôtes étaient très accueillants !"
5062,4502646,2017-02-28 00:00:00.000000,21878709,Stephan,Excellent Location for city trip to Antwerpen
5063,4502646,2017-03-01 00:00:00.000000,111976093,Kris,"Yara, bedankt dat we hier een nachtje mochten slapen! Dit was onze eerste ervaring met Airbnb en het is ons heel goed bevallen! Het appartementje ligt heel centraal en gewoon in het centrum, ook de pizzeria die er naast ligt is erg lekker! Wellicht tot een volgende keer! "
5064,4502646,2017-03-02 00:00:00.000000,7540466,Caroline,Amazing stay in Yara's studio. The view is wonderful. The studio is in the city center but also very quiet. We had enjoying our stay. 
5065,4502646,2017-03-05 00:00:00.000000,3285272,Carolyn,"Staying at Yara's beautiful Airbnb really made our visit to Antwerp extra special. You couldn't ask for a better location. Everything in walkable and the view (especially at night) of the Cathedral from the window is amazing! <br/>The pasta place right underneath it is also delicious! Highly recommend. We had no issues finding the place and Yara was kind enough to let us check in and drop our bags early. Note that the stairs to get up to apartment are very steep and narrow so might be a challenge for some, but if you're fit then it's 100% worth it! Thank you Yara! "
5066,4502646,2017-03-06 00:00:00.000000,5832416,Nikita,Nice place with superb view! 
5067,4502646,2017-03-11 00:00:00.000000,6538101,David,"Yara's place is great. Right in the old city center with a straight view of the cathedral. Short ways to shops, restaurants and sights. The apartment is very nice, excactly what you need."
5068,4502646,2017-03-12 00:00:00.000000,18591562,Laetitia,Yara' appartement is the perfect place to stay in Antwerp for few days. Very central and an amazing  view! The appartement is very Nice and Yara is a great host. We sapent two days in the city and everything was perfect thanks to her. 
5069,4502646,2017-03-24 00:00:00.000000,95748752,Raoul,This one room appartment in the centre of Antwerp has everything you need to have an awesome stay at this fine city.Period.
5070,4502646,2017-03-26 00:00:00.000000,18208942,Martin,"Great place in the heart of Antwerp. Close to the Cathedral, sunshine in the morning, quiet. Would recommend."
5071,4502646,2017-03-28 00:00:00.000000,53831630,Matt,"Great apartment, great host and location. Would highly recommend!"
5072,4502646,2017-03-29 00:00:00.000000,51926654,Janelle,"This was a wonderful find and place to stay. We had our teenage kids with us and it was a great stay. Everything was in order and clean. Easy to get around. We ended up parking in the garage, which was right down the street. Be prepared to climb some steps, but so worth it for the view! "
5073,4502646,2017-04-02 00:00:00.000000,22327138,Kristof,Een woord... TOP!
5074,4502646,2017-04-05 00:00:00.000000,116426430,Thierry,The best choice for our first visit to Antwerp. We loved it!
5075,4502646,2017-04-06 00:00:00.000000,46654566,Ellie,Prachtige plek met fantastisch uitzicht!  Ik voelde me er meteen thuis. Ik was hier om een familielid in het UZA ziekenhuis meerdere keren te kunnen bezoeken. De busverbindingen er naar toe zijn prima. Voor lange mensen is het bed wat aan de kleine kant. Het is zeker een adres waar ik nog wel eens terug wil komen
5076,4502646,2017-04-09 00:00:00.000000,48075308,Marlon,"Heerlijke ruimte, prachtig uitzicht en een top stad! Een plek om weer terug te komen!"
5077,4502646,2017-04-10 00:00:00.000000,45628573,Randi,This loft is fabuous! Clean and comfortable! And the location cannot be beat! Great value! The hostess communicates and is  flexible when you communicate. Late arrivals and still so willing to meet and help us! Love the cafe below as well! Very convenient location! The church view and street view is so cool! Thanks for a great weekend and we will be back!
5078,4502646,2017-04-12 00:00:00.000000,92639867,Bas,Geweldige studio op een geweldige plek!
5079,4502646,2017-04-14 00:00:00.000000,14319200,Eva,"Für alle, die zentral in einer wirklich einzigartigen Loft-Wohnung urlauben wollen, nur zu empfehlen!!! Ein kleines schmales Treppenhaus führt direkt von der Fußgängerzone in die Wohnung in der 4. Etage. Dort wird man von einem tollen ausgebautem Dachgeschoss erwartet mit einem sensationellen Blick auf den Dom. Es ist alles da um sich wohlzufühlen, Yara hat uns sehr herzlich empfangen, für Antwerpen Die Wohnung."
5080,4502646,2017-04-16 00:00:00.000000,8532814,Jasmin,Yara's place is gorgeous - a true gem! 
5081,4502646,2017-04-18 00:00:00.000000,27647082,Steven,Great place in the heart of Antwerp.
5082,4502646,2017-04-20 00:00:00.000000,55880091,Shalu,Echt een geweldige paar dagen gehad in het kleine maar fijne appartement van Yara. Ziet er echt zo lief uit als op de foto's en uitzicht is prachtig. Voelde heel huiselijk aan en wilde er eigenlijk niet meer weg!!
5083,4502646,2017-04-21 00:00:00.000000,14639973,François,"Très bel endroit, accueil très sympa, plein centre et très belle vue nocturne !"
5084,4502646,2017-04-27 00:00:00.000000,20897814,Alexander,Heel mooi ruim appartement met een geweldig uitzicht op de kathedraal. Communicatie verliep goed en we zijn goed geholpen door Yara met informatie over de aankomst. 
5085,4502646,2017-05-01 00:00:00.000000,3741157,Ginny,"That view is really that view. It's incredible. There are definitely some stairs to get up there, but it's totally worth it. The area below is chalk full of shops, restaurants etc as well which is nice. Yara's husband met us, and walked us through the space which was great.  We would definitely stay here again should we find ourselves in Antwerp. "
5086,4502646,2017-05-02 00:00:00.000000,35043873,A Young,"great view, kind host, clean flat<br/>It is worthy of staying Yara's flat!<br/>I recommend this flat to anyone with an interest in Antwerp. :)"
5087,4502646,2017-05-04 00:00:00.000000,11418764,Kevin,"Amazing location, steps from the cathedral and hundreds of eateries and cafes, with a breathtaking view of the historic city center that cannot be beat. The space is amazing - spacious, airy and has everything you could possibly need. We only stayed one night but left wishing we had planned a longer stay!"
5088,4502646,2017-05-05 00:00:00.000000,16651597,Celine,Een super appartement midden in het centrum van Antwerpen. Zeker een aanrader! 
5089,4502646,2017-05-08 00:00:00.000000,46149594,Stuart,It would be hard to find a better location with a better view than this.  The apartment was clean and comfortable.  Highly recommended.
5090,4502646,2017-05-12 00:00:00.000000,1034105,Amy,"We absolutely loved Antwerp, and Yara's apartment was the perfect place to explore it from. It's a busy spot close to lots of restaurants and bars as well as many of Antwerp's historical buildings. Yara was unable to meet us for check-in, but sent a friend to meet us instead. Check-out was a breeze, and Yara was very responsive any time we had to get in touch. We would highly recommend this listing.  "
5091,4502646,2017-05-19 00:00:00.000000,68230625,Kristi,"What an absolutely perfect place to stay in Antwerp. Right in the heart of the historic area, so many excellent restaurants only steps away, and an incredibly gorgeous view of the cathedral to boot. I could not imagine staying anywhere better for the few nights we were in Antwerp - we even skipped the tram and walked to/from the train station as it was an easy 20 minute stroll. It's true the steps are a bit of a workout, but worth the quiet, beautiful view. A tip for finding the front door: navigate to the restaurant ""Pasta Vino"" - it's behind the outdoor tables. "
5092,4502646,2017-05-20 00:00:00.000000,126191966,Jasper,Geweldige loft met erg mooi uitzicht midden in het centrum! Schoon en gezellig !
5093,4502646,2017-05-28 00:00:00.000000,6558178,Phloe,"Yara's place is perfectly located for exploring Antwerp, just across from the Cathedral of our Lady and Grote Market, surrounded by bars and restaurants. The view of the Cathedral from the wall of windows is surreal. The apartment is quite spacious - and really is a very thoughtfully decorated attic loft, and a great value for the location. The only things to note: are that you do have to climb three rather steep flights of stairs for such a grand view; it can be quite dark in the stairwell at night, so utilize that cell phone flashlight; and that on  sunny, hot days, the heat from the sun comes through the windows and can get the apartment quite warm. There are shades, but they're not the ""blackout"" kind. There is a portable air conditioner in the apartment you can use to try and alleviate some of the heat. All this with a grain of salt as it was unseasonably warm when I was there last week (90 degrees Fahrenheit!) The loft is fantastic and Yara and her friend Yasmin were lovely to deal with."
5094,4502646,2017-05-30 00:00:00.000000,49482979,Andrew,Fantastic location with wonderful views of the cathedral. We really enjoyed our stay in Antwerp. Communication with the host was fantastic; Yara was very proactive and helpful.
5095,4502646,2017-06-02 00:00:00.000000,26761464,Russell,First trip to Antwerp was highlighted by the location. 
5096,4502646,2017-06-03 00:00:00.000000,126902025,Aysegul,"She was great and let us drop off our bags early. Location is very good. The building has very narrow stairs, don't bring a lot of suitcases. Overall was very good."
5097,4502646,2017-06-06 00:00:00.000000,26766392,Dre,"Super comfy and central place!<br/>Quick and accurate feedback of owners.Supermarket within couple of minutes walking.<br/>Great view, and clean. Parking spots nearby but not all free.<br/><br/>Price is good and Lara and husband are superfriendly and flexible.<br/><br/>Thank you guys i will recommend it to all my friends considering a stay in Antwerpen.<br/><br/>Greets.<br/>"
5098,4502646,2017-06-12 00:00:00.000000,93061349,Dean,Right in the heart of the most beautiful place in Antwerp. The Cathedral right outside your window. Restaurants and bars literally on your door step. We wouldn't try anywhere else. 
5099,4502646,2017-06-15 00:00:00.000000,2502572,Kathryn,"This apartment was the best of all the ones we stayed in over our 4 week vacation.  It's so nice inside that we almost felt like never going out to explore.  It's clean, quiet and has everything one needs. We wished we had booked a few more days here.<br/><br/>Other have mentioned the two flight of stairs.  That's not that many stairs but the are steep. <br/><br/>Yara was very helpful and always available by text/phone.  Thanks you for a wonderful stay, Yara.<br/>"
5100,4502646,2017-06-17 00:00:00.000000,25131811,Samantha,"Would absolutely recommend staying here!! It's as beautiful as the pictures look - the apartment is chic and clean, and the view is phenomenal. Yara was accommodating and communicated with us wonderfully. I hope to stay again one day!! Don't pass this up. Also, if you are struggling to find it, the door is in the outdoor seating for Pasta Vino. Thank you, Yara! "
5101,4502646,2017-06-18 00:00:00.000000,18788721,Laura,Hele leuke accomodatie en heel centraal. Echt een aanrader!
5102,4502646,2017-06-21 00:00:00.000000,94669947,Aaron,"Such an amazing place. <br/><br/>Yara was a fantastic host. Great communication. She has a list of things to do in the neighborhood that she provides - there is so much to see there!  The view outside the skylight windows are like a movie. And no matter how hard you try, you will never be able to take a picture of the church that truly reflects its magnitude.  If you do venture outside of the neighborhood, there are 4 underground trams within a couple minute walk that will take you all over the city. <br/><br/>Overall, it was a great trip and I'd highly recommend Yara's place!"
5103,4502646,2017-06-26 00:00:00.000000,54321231,Anoek,"Een heel fijn appartement! Precies zo als op de foto's, ruim en licht. Alles was netjes en schoon. Ook de locatie is super: midden in de stad. "
5104,4502646,2017-06-29 00:00:00.000000,121743648,Emma,"Fantastic location! The apartment was clean and spacious, the only issue was the narrow set of stairs getting up. "
5105,4502646,2017-06-30 00:00:00.000000,113921188,Jessalyn,"Yara's apartment is fantastic - great location and AMAZING view. It's also quite large, we fit 4 adults comfortably, and has great amenities (nespresso machine)! If I lived in Antwerp I would want to live in that apartment. "
5106,4502646,2017-07-01 00:00:00.000000,46885997,Dominick,"Great place, great view. "
5107,4502646,2017-07-10 00:00:00.000000,16265060,Bailey,The loft was exactly as pictured- quite long and spacious for a studio. Really lovely interior and a pretty amazing view of the cathedral.  
5108,4502646,2017-07-12 00:00:00.000000,386160,Jordan,Gorgeous and private apartment in an incredible location. Yara and her husband were super helpful and made everything very easy. Highly recommend for a stay in Antwerp.
5109,4502646,2017-07-14 00:00:00.000000,132467659,Jane,The view is pretty amazing. A great location for walking around the city. Yara was a good host and very easy to work with. Check in and out went smoothly. There are a lot of narrow stairs so taking large and heavy suitcases up and down can be a challenge. 
5110,4502646,2017-07-19 00:00:00.000000,124255834,Menoush,"Gezellig appartementje in het hart van Antwerpen. Een plek om tot rust te komen, na een actieve dag. <br/><br/>Ik heb genoten van Yara's huis!<br/><br/>"
5111,4502646,2017-07-22 00:00:00.000000,71645034,Martina,"Sfeervolle loft, heel centraal gelegen en tegelijkertijd ook rustig genoeg 's nachts. Leuk ingericht met vintage meubels. Aan alles is gedacht, zoals handige reisboekjes en een gezellige afwerking met leuke details. Bedankt, wij hebben genoten!"
5112,4502646,2017-07-25 00:00:00.000000,2811014,Leslie,The apartment is amazing. We've been travelling Europe and this is our favourite place. The apartment itself is beautiful and has everything you need including the best view of the city. Yara was great at communicating when we had any questions. We would highly recommend staying here.
5113,4502646,2017-07-26 00:00:00.000000,44012485,Sarah,"Beautiful location. We loved hearing the bells of the church ring, and also the fact that they stopped ringing after 22:00 ;-) Amazing studio, lovely furniture, super comfortable bed, great restaurants and bar, supermarket around the corner: perfect for our stay. Yara wasn't home when we got there but she sent us a friend and she gave us a warm welcome."
